Name	alpha 0	alpha 7	alpha 14	alpha 21	alpha 28	alpha 35	alpha 42	alpha 49	alpha 56	alpha 63	alpha 70	alpha 77	alpha 84	alpha 91	alpha 98	alpha 105	alpha 112	alpha 119	Elu 0	Elu 30	Elu 60	Elu 90	Elu 120	Elu 150	Elu 180	Elu 210	Elu 240	Elu 270	Elu 300	Elu 330	Elu 360	Elu 390	cdc15 10	cdc15 30	cdc15 50	cdc15 70	cdc15 90	cdc15 110	cdc15 130	cdc15 150	cdc15 170	cdc15 190	cdc15 210	cdc15 230	cdc15 250	cdc15 270	cdc15 290	spo 0	spo 2	spo 5	spo 7	spo 9	spo 11	spo5 2	spo5 7	spo5 11	spo- early	spo- mid	heat 0	heat 10	heat 20	heat 40	heat 80	heat 160	dtt 15	dtt 30	dtt 60	dtt 120	cold 0	cold 20	cold 40	cold 160	diau a	diau b	diau c	diau d	diau e	diau f	diau g
YJR093C	-0.17	-0.54	-0.43	-0.64	-0.15	-0.25	0.2	0.19	0.11	-0.06	-0.18	-0.36	-0.23	-0.42	-0.15	-0.14	0.18	-0.04	0	-0.2	-0.51	-0.54	-0.47	-0.64	-0.3	-0.22	0.25	-0.17	-0.29	0.21	0.14	-0.18	-0.43	0.32	0.08	-0.29	-0.76	-0.14	-0.71	1.38	-0.74	-1.12	-0.29	0.14	-1.25	-0.62	-0.97	-0.3	0.24	0.15	-0.06	-0.67	-0.3	0.44	-0.47	-0.62	0.78	1.36	-0.29	-0.36	-0.45	-0.1	0.21	-0.27	-0.03	-0.34	-0.14	-0.45	-0.12	-0.14	-0.38	-0.54	-0.22	-0.03	0.12	-0.43	-0.54	0.55	0.24
YJR094C	-0.38	-0.09	-0.04	-0.74	-0.34	-0.67	-0.22	-0.42	-0.12	-0.23	-0.43	-0.58	-0.36	-0.97	-0.51	-0.38	-0.1	-0.38	0.24	-0.67	-0.56	0.03	-0.23	-0.29	-0.38	-0.36	-0.47	-0.64	-0.81	-0.62	-1.36	-0.38	-0.69	-0.34	-0.1	-0.56	-0.56	-0.1	-0.15	1.32	-0.36	-0.56	-0.27	-0.51	-1.09	-0.3	-0.86	-0.07	-0.07	0.6	0.11	-0.89	-1.36	-0.23	-0.45	-1.79	0.61	0.18	-0.12	0.15	0.06	0.01	0.11	0.19	-0.36	-0.45	-0.84	-0.54	-0.4	0.68	-0.51	-0.51	-0.42	-0.56	-0.14	-0.64	-0.69	0.36	-0.38
YNL325C	-0.36	-0.14	-0.4	-0.4	0	-0.27	-0.36	-0.27	-0.38	-0.4	0.03	-0.15	-0.23	-0.2	-0.76	-1.06	-0.32	-0.22	0.15	-0.34	-0.22	-0.34	-0.12	-0.34	-0.23	-0.29	-0.86	-0.23	-0.22	-0.3	-1.18	-0.2	-0.42	0.1	-0.17	-0.36	-0.97	-0.29	-0.58	1.09	-0.56	-0.79	-0.81	0.5	-1.15	-0.38	-1.03	-0.43	-0.2	-0.29	-0.45	-0.43	-0.69	0.08	-0.84	-1.03	0.41	0.25	0.06	0.04	0.03	-0.15	-0.2	-0.15	-0.67	-0.58	-0.3	0.12	-0.23	0.43	-0.76	-0.27	-0.12	-0.2	0.29	0.07	-0.22	0.65	0.16
YDR017C	0.11	0.25	0.01	-0.14	0.08	-0.42	0.1	-0.12	-0.04	-0.06	-0.18	-0.04	0.14	-0.12	-0.17	-0.14	-0.51	0.12	-0.17	-0.17	-0.22	-0.01	0.06	-0.06	0.11	-0.1	0.19	-0.25	-0.22	0.25	0.1	-0.07	-0.14	0.1	-0.45	-0.18	-0.58	-0.79	-0.43	1.58	0.11	-0.94	-0.89	0.51	-1.09	-0.6	-1.4	-0.29	0.06	0.01	-0.49	-0.4	-0.14	-0.01	-0.62	-0.47	0.82	0.82	-0.3	0.11	-0.09	0.11	-0.01	-0.58	-0.42	-0.69	-0.25	-0.56	-0.06	-0.14	-0.06	-0.56	-0.14	-0.14	-0.18	-0.62	-0.45	-0.45	0.25
YHR120W	-0.07	-0.3	-0.17	-0.15	0.18	-0.1	-0.22	0.1	0	-0.3	0.59	-0.01	-0.01	-0.17	0.21	0.32	-0.3	-0.12	-0.76	-0.4	-0.34	0.06	0.08	0.08	0.06	0.03	-0.03	0	-0.15	-0.42	-0.07	-0.15	0.01	-0.15	0.12	-0.45	-0.4	-0.22	-0.03	0.31	0.01	-0.49	-0.79	-0.58	-0.74	-0.62	-0.81	-0.18	0.01	-0.18	-0.6	-0.42	-0.38	-0.04	-0.6	-0.43	-0.17	-0.38	-0.18	-0.27	-0.79	-0.49	-0.09	-0.62	-0.29	-0.62	-0.49	-0.4	-0.43	0	-0.45	0.06	-0.25	0.08	0.2	0.01	-0.23	-0.2	-0.54
YMR059W	-0.03	-0.14	-0.36	-0.69	-0.3	-0.29	-0.04	-0.12	-0.38	-0.22	-0.45	-0.25	-0.18	-0.54	-0.67	-0.58	0.01	-0.18	-0.25	-0.67	-0.34	-0.69	-0.06	-0.06	-0.27	-0.27	-0.17	-0.54	-0.12	-0.36	-0.38	-0.34	0.37	0.63	0.28	0.18	0.31	0.39	0.43	0.48	0.18	0.21	0.23	-0.4	0.1	0.01	0.36	-0.6	-0.45	-0.49	-0.43	-0.2	-0.34	0.12	-0.27	-0.38	-0.38	-0.14	-0.17	-0.69	-0.22	0.23	-0.6	-0.47	-0.06	-0.09	-0.64	-0.22	-0.58	0.36	-0.23	-0.58	-0.27	-0.36	-0.34	-0.38	-0.38	-0.23	-0.64
YOR174W	0.12	-0.6	-0.04	-0.4	-0.23	0.04	-0.23	-0.47	0.01	-0.62	-0.06	-0.32	-0.18	-0.34	-0.06	-0.49	-0.1	0.1	0.6	-0.42	-0.23	-0.49	-0.06	-0.74	-0.32	-0.3	-0.47	-0.71	-0.29	-0.69	-0.97	-0.64	0.06	0.34	0.25	-0.27	-0.29	-0.38	0.15	-0.29	-0.47	-0.54	-0.14	-0.25	-0.17	-0.1	-0.43	-0.69	-0.4	-0.29	-0.4	-0.3	-0.43	-0.07	-0.06	-0.74	-0.42	-0.23	-1.22	-0.97	-0.56	0.04	-0.56	0.06	0.01	0.14	-1.03	-0.4	-0.49	0.24	-0.22	-0.76	-0.1	-0.23	-0.14	-0.36	-0.27	-0.36	-0.27
YPL161C	-0.36	-0.76	-0.09	-0.36	-0.09	-0.49	-0.2	-0.22	-0.15	-0.3	-0.09	-0.06	-0.12	-0.3	0.08	-0.34	0.04	-0.32	-0.22	-0.22	-0.62	-0.3	-0.17	-0.25	-0.38	-0.42	-0.56	-0.32	-0.15	-0.32	-0.51	-0.42	-0.49	0.04	0.1	-0.2	-0.32	-0.15	0.01	-0.29	-0.36	-0.49	-0.23	-0.49	-0.17	-0.29	-0.47	-0.23	-0.3	-0.43	-0.36	-0.06	-0.18	-0.23	-0.23	0	0.12	-0.03	-0.49	-0.56	-0.38	0.19	-0.01	0.29	0.19	-0.17	-0.2	0.1	-0.43	0.42	-0.01	-0.43	-0.2	-0.07	-0.22	-0.43	-0.71	-0.36	-0.18
YOL001W	0	0.15	-0.27	-0.36	-0.49	-0.22	-0.12	-0.27	-0.34	-0.17	-0.47	-0.27	-0.22	-0.27	-0.56	-0.74	-0.18	-0.29	-0.14	-0.12	-0.17	0.08	0.11	0.12	0	-0.38	-0.4	-0.3	0.29	-0.18	-0.36	-0.17	-0.14	-0.01	-0.27	-0.22	-0.2	-0.29	-0.32	-0.2	0.3	-0.4	-0.47	-0.32	-0.56	-0.56	-0.54	-0.36	-0.32	-0.15	-0.01	-0.07	0.15	-0.01	-0.01	-0.64	0.18	0.2	-0.64	-0.54	-0.15	-0.76	-0.27	-0.15	-0.4	-0.36	-0.27	-0.34	-0.36	0.16	-0.06	0.1	-0.04	-0.22	-0.2	-0.38	-0.62	-0.38	-0.58
YNR052C	-0.74	-0.29	-0.89	-0.15	-0.69	-0.01	-0.27	-0.3	-0.23	-0.15	-0.6	-0.2	-0.43	-0.23	-0.45	-0.4	-0.36	-0.29	0.2	-0.25	-0.17	0.7	0.14	0.23	0.21	0.41	0.25	0.23	0.29	0.19	0.29	0.2	0.14	0.06	-0.3	0.77	-0.4	-0.25	-0.17	0.06	0.11	-0.54	-0.49	0.45	-0.71	-0.38	-0.45	-0.03	-0.32	-0.14	-0.27	-0.22	-0.25	0.03	-0.1	-0.54	0.51	0.5	-0.12	-0.18	-0.03	-0.54	-0.25	-0.36	-0.06	-0.22	-0.09	-0.17	-0.27	-0.1	-0.51	-0.06	0.07	-0.2	-0.1	-0.42	-0.51	-0.51	-0.92
YOR216C	-0.38	-0.14	-0.36	0.06	0.01	0.06	-0.01	-0.17	0	0.46	-0.29	-0.15	-0.17	-0.2	-0.47	-0.27	-0.14	-0.14	-0.2	-0.58	-0.32	0.23	0.18	-0.12	-0.14	0.11	0	0.16	0.29	-0.06	-0.29	0.19	-0.86	-0.1	0.01	0.37	-0.45	-0.17	-0.67	0.54	-0.03	-0.36	-0.49	0.53	-0.15	-0.18	-0.29	-0.56	-0.2	-0.29	-0.64	-0.64	-0.62	-0.18	-0.42	-0.71	-0.27	-0.49	-0.29	-0.42	0.01	0.07	-0.62	-0.51	-0.14	0.19	-0.23	-0.3	-0.07	0.16	-0.58	-0.36	-0.01	-0.23	-0.01	-0.45	-0.47	0.15	-1.22
YNL229C	-0.2	-0.32	-0.27	-0.36	-0.32	-0.36	-0.17	-0.49	-0.15	-0.18	-0.38	-0.1	-0.25	-0.45	-0.64	-0.38	-0.45	-0.36	0.12	-0.32	-1	0	-0.22	-0.1	-0.43	0.15	-0.04	0.01	0.15	0.03	0	-0.14	-0.17	0.14	-0.06	0.15	-0.79	-0.45	-0.45	0.37	-0.01	-0.4	-0.23	0.42	-0.34	0.21	-0.47	-0.18	-1.03	-0.45	-0.4	-0.2	-0.36	0.18	-0.06	-0.64	-0.64	-0.43	-0.45	-0.15	-0.54	-0.45	-0.56	-0.45	0.21	-0.14	-0.01	0.01	-0.32	0.3	-0.56	-0.07	-0.06	-0.22	-0.12	-0.38	-0.43	-0.23	-0.69
YDL134C	-0.23	-0.2	-0.2	-0.23	-0.34	-0.27	0.01	-0.34	-0.12	0.01	0.16	0.08	-0.17	-0.56	-0.38	0.1	-0.23	-0.15	-0.15	-0.17	-0.18	0	-0.58	-0.54	-0.6	-0.14	-0.06	0.12	0.81	0.01	-0.1	0.04	-0.47	0.39	-0.42	0.58	-0.84	-0.38	0.42	0.57	1.29	-0.4	-0.64	0.25	-0.94	-0.6	-0.62	-0.22	0.11	-0.38	-0.69	-0.64	-0.6	0.26	-0.42	-0.49	0.11	-0.09	-0.17	0.07	0.31	-0.07	-0.47	-0.71	0.08	-0.12	-0.2	-0.27	0.2	0.44	-0.34	0.01	-0.09	0.01	-0.32	-0.58	-0.32	-0.23	-1
YBL040C	-0.1	-0.2	-0.18	-0.3	-0.09	-0.49	-0.1	0.92	-0.3	-0.49	-0.18	-0.12	-0.07	-0.17	0.03	0.1	-0.2	-0.09	-0.56	-0.67	-0.71	-0.3	-0.34	-0.76	-0.62	-0.51	-0.32	-0.45	-0.69	-0.25	-0.25	-0.45	-0.04	0.37	0.08	-0.25	-0.43	-0.49	-0.3	0.03	-0.12	0	-0.25	0.11	-0.2	-0.18	-0.94	0.1	0.51	0.12	-0.32	-0.15	-0.51	0.39	-0.25	-0.89	0.76	0.86	-0.34	0.2	-0.01	-0.36	0.04	-0.86	0.58	0.19	0.46	-0.07	-0.18	0.2	-1.18	-1.03	0.34	0.16	0.5	0.25	0.03	-0.25	-0.67
YLR396C	-0.29	-0.34	0.12	0	0.25	-0.18	0.07	-0.42	-0.3	-0.23	-0.38	0.23	0.07	-0.27	-0.25	0.03	-0.18	-0.15	-0.34	-0.15	-0.38	-0.4	-0.38	-0.27	-0.34	0.1	0.15	0	-0.25	0.01	0.1	-0.09	-0.22	-0.23	-0.18	-0.3	-0.18	-0.07	0	-0.25	0.01	-0.32	-0.15	-0.4	-0.1	-0.22	-0.34	-0.27	-0.2	-0.2	-0.12	-0.6	-0.74	-0.3	-0.36	-1.09	0.03	0.23	-0.18	0.25	0.28	-0.25	-0.06	-0.69	-0.15	-0.45	0.38	-0.34	-0.04	-0.15	-0.07	-0.81	0.08	0.03	-0.01	-0.03	0.01	-0.14	-0.42
YML092C	0.06	-0.43	-0.07	-0.49	-0.04	-0.36	0.3	-0.25	-0.01	-0.14	-0.1	-0.32	-0.04	-0.58	-0.25	-0.29	0	-0.38	0.53	-0.32	-0.42	-0.62	-0.58	-0.76	-0.56	-0.3	0.06	0.26	-0.54	0.32	0.3	0.04	-0.49	-0.58	-0.43	-0.38	-0.25	-0.23	0.08	0.06	-0.12	0.08	0.25	-0.62	0.33	0.33	0.41	-0.3	0.06	0.3	0.38	-0.22	-0.6	-0.47	-0.12	-1	0.45	1.26	-0.29	-0.38	-0.01	-0.36	-0.1	-1.43	0.16	-0.03	0.15	-0.15	-0.3	-0.58	0.01	-0.97	0.06	-0.14	-0.3	-0.6	-0.25	-0.29	-0.71
YML032C	-0.07	0.11	0.01	-0.09	0	-0.12	0.26	-0.09	0.23	0.16	-0.22	-0.03	-0.04	-0.43	0	0	0.03	-0.06	-0.34	-0.56	-0.42	-0.49	-0.15	-0.38	-0.2	-0.2	0.23	0.08	-0.4	0.25	-0.17	0	-0.58	0.04	-0.49	-0.06	-0.51	0.07	-0.6	0.36	-0.04	-0.42	-0.3	-0.47	-1.32	-0.49	-0.62	-0.47	0.28	1.05	0.64	-0.15	-0.43	-0.67	-0.51	-1.12	1.02	1.86	-0.79	0.88	0.16	0.16	-0.07	-1.18	-0.27	-0.3	0.79	0.39	-0.69	0.16	-0.49	-1.56	-0.12	-0.12	-0.36	-0.51	-0.43	-0.64	-1.06
YBR135W	-0.36	-0.94	-0.29	-0.09	0	0.31	0.01	0.24	-0.1	-0.25	-0.03	-0.15	-0.1	-0.18	0.29	0.06	0.14	-0.22	-0.69	-0.62	-0.51	-0.43	-0.29	-0.56	-0.43	-0.12	0.12	-0.01	-0.22	0.08	0.21	-0.25	-0.34	0.18	0.19	0.04	-0.09	-0.25	-0.2	0.12	-0.12	-0.04	-0.06	-0.04	-0.2	-0.2	0.01	0.03	-0.04	0.01	-0.32	-0.27	-0.3	0	-0.07	-0.38	0.82	1	0	0.03	-0.12	-0.1	0.04	-0.36	-0.01	-0.25	0.1	-0.12	0.26	-0.38	-0.62	-0.76	0.06	-0.22	-0.29	-0.64	-0.45	-0.62	-0.54
YDR484W	-0.2	0.37	0.06	0.4	0.04	0.43	-0.18	0.21	0.34	0.15	0.23	0.2	0.21	0.28	0.29	0.34	0.07	0.23	-0.03	-0.45	-0.34	-0.58	-0.23	-0.09	0.11	0.2	0.07	0.04	0.03	-0.1	-0.07	0.01	-0.84	0	-0.04	-0.29	-0.54	-0.15	-0.1	0.3	0.36	-0.56	-0.43	1.14	-0.43	-0.38	-0.18	0.01	0.04	-0.14	-0.25	-0.56	-0.6	0.25	-0.36	-1.03	0.57	1.29	-0.18	-0.23	-0.38	-0.64	-0.18	-0.84	-0.07	-0.34	-0.01	-0.12	-0.56	-0.32	-0.81	-1.25	0.23	0.06	0.18	-0.1	-0.25	0.1	-0.42
YBR090C-A	-1.03	-0.42	-0.25	-0.34	-0.36	-0.56	-0.17	0.63	-0.18	0.32	-0.03	0	-0.09	0.14	-0.69	0.33	-0.12	0.23	-0.27	-0.3	-0.79	0.08	-0.22	0.07	0.12	0.65	0.43	0.39	0.19	0.28	-0.01	0	0.04	0.2	0.25	-0.64	-0.64	-0.58	-0.01	0.26	0.51	0.44	0.25	0.83	0.25	0.01	0.2	-0.22	-0.23	0.24	0.32	0.07	-0.25	-0.58	-0.14	-0.69	0	1.52	0.06	0.41	0.42	-0.45	-0.47	-1.06	0.12	-0.3	-0.2	-0.22	-0.23	0.03	-0.14	-0.86	-0.12	0.03	-0.29	-0.45	-0.49	-0.56	-0.47
YHR136C	-0.62	-0.49	-0.25	-0.89	0	-0.34	0.14	0.03	0.25	0	0.23	-0.4	-0.49	-0.69	-0.71	-0.79	-0.34	-0.74	-0.58	0.43	0.15	-0.43	0.07	-0.69	-0.6	-0.6	-0.36	-0.67	-0.76	-0.47	-0.47	-0.71	-1.15	-1.06	-0.67	-0.47	-0.01	0.16	0.1	0.23	-0.03	0.14	0.3	0.4	0	-0.07	0.14	-0.6	-0.51	-0.56	-0.94	-0.89	-0.49	-0.3	-0.51	-0.43	0.03	-1	-0.29	-0.56	-0.34	-0.51	-0.86	-0.4	-0.64	-0.45	-0.2	-0.64	-0.67	0.1	-0.67	-1.03	-0.15	-0.03	0.01	-0.22	-0.17	-0.23	-0.22
YBR010W	-2.12	-2.25	-1.64	-0.3	1.2	0.6	0.38	0.71	-0.71	-1.09	-1.43	-0.4	0.65	1.01	0.93	0.26	0.04	-0.51	-0.36	-1.32	-1.18	-0.43	0.1	1.12	1.07	1.08	1.04	0.78	0.25	0.8	0.06	-0.2	-0.79	-0.81	1.81	1.56	-0.01	-0.94	-0.81	1.12	1.82	1.13	0.23	-0.71	-0.14	0.16	0.69	0.18	0.46	0.32	0.25	-0.45	-0.49	0.5	0	-1.12	1.44	-0.36	-0.27	-0.49	-1.18	-2.06	-0.64	-0.97	0.4	0.03	0	-0.36	-0.23	-0.14	-0.3	-0.69	0.46	0.37	0.49	0.1	0.34	1.01	-0.09
YNL031C	-2.25	-1.89	-2	-0.43	0.4	0.82	0.19	-0.6	-0.79	-1.25	-1.47	-0.54	0.36	0.58	0.53	-0.25	-0.3	-0.81	-0.4	-1.03	-0.17	-0.27	0.28	0.81	1.02	1.3	0.8	0.48	0.52	0.32	0.16	-0.32	-0.81	-0.92	1.37	1.52	0.08	-1.03	-0.71	0.95	1.69	1.06	0.18	-0.84	-0.4	0.1	0.67	-0.32	0.19	-0.01	-0.09	-0.32	-0.81	0.24	0.04	-1.03	1.27	-0.34	-0.34	-0.62	-1.06	-2.32	-0.84	-0.04	0.33	0.04	-0.22	-0.69	-0.62	-0.23	-0.84	-1.09	0.12	-0.06	0.03	-0.01	0.07	0.82	-0.25
YNL030W	-2.84	-2.56	-2.32	-0.32	0.68	0.82	0.37	-0.36	-0.74	-1.56	-1.32	-0.67	0.56	0.38	0.82	-0.03	-0.47	-0.92	-1.51	-1.47	-1.56	-0.86	-0.17	0.63	0.98	1.14	0.84	0.56	0.57	0.52	-0.1	-0.89	-1.12	-0.86	1.7	1.58	-0.27	-1.32	-0.89	1.2	1.99	0.67	0.16	-0.71	-0.15	0.36	1.01	-0.01	0.29	0.38	0.31	-0.29	-0.97	0.15	0.08	-1	1.51	-0.06	-0.45	-0.97	-2	-2.25	-1.03	-0.97	0.36	0.42	-0.12	-0.6	-0.32	-0.45	-0.86	-1.79	0	-0.06	0.24	0.08	0.04	0.14	-0.64
YBR009C	-2.84	-3.18	-1.94	-0.64	1.04	1.17	0.2	0.48	-0.79	-0.81	-1.22	-0.49	0.5	0.53	0.88	0.19	-0.4	-0.74	-2.12	-2.25	-1.94	-1.43	-0.47	-0.15	0.6	0.64	0.46	0.07	-0.27	0.08	-0.49	-1.25	-0.34	-0.84	1.71	1.5	-0.1	-1.32	-0.81	1.38	2	1.29	0.23	-0.3	0.03	0.48	1.21	0.11	0.55	0.53	0.25	-0.15	-0.76	0.12	0.04	-1.06	1.61	-0.1	-0.25	-0.92	-1.69	-2.25	-0.86	-0.94	0.32	0.4	-0.2	-0.56	-0.04	-0.22	-0.76	-1.56	0.06	-0.01	0.2	-0.14	0.34	-0.29	-0.51
YDR224C	-1.94	-2	-1.79	-0.4	0.86	0.72	0.51	-0.51	-0.56	-1.15	-1.18	-0.69	0.55	0.51	0.66	-0.12	-0.36	-0.86	-1.18	-1.43	-1.09	-0.84	-0.06	0.52	0.58	1.06	0.7	0.6	0.64	0.42	0.06	-0.51	-1.12	-0.54	1.83	1.76	-0.1	-1.6	-0.89	1.12	1.83	1.4	0.21	-1.25	-0.32	0.15	0.76	0.08	0.55	0.59	0.23	-0.71	-0.92	0.2	-0.4	-1.56	1.55	-0.1	-0.29	-0.6	-1.56	-2	-0.58	-1.09	0.12	-0.1	-0.23	-0.92	-0.1	-0.07	-0.23	-0.86	0.36	0.23	0.19	-0.01	0.03	-0.2	-1
YBL003C	-2.12	-3.06	-1.6	-1.06	0.48	0.63	0.39	0.54	-0.92	-0.89	-1.69	-0.67	0.26	0.76	0.66	0.79	-0.45	-0.6	-1.69	-0.74	-0.25	-1	-0.4	0.38	0.5	0.98	0.76	0.49	0.33	0.39	-0.12	-0.64	-1.32	-0.86	1.23	1.46	0.1	-1.36	-1.15	1.08	1.76	0.82	0.03	-1.18	-0.84	-0.22	0.25	0.31	0.4	-0.04	-0.3	-0.84	-1.36	0.24	-0.22	-0.92	1.12	-0.81	-0.17	-0.92	-1.56	-2.84	-0.97	-0.84	-0.14	-0.15	-0.23	-1.09	-0.32	0	-1.74	-1.32	0.12	0.33	0.5	0.4	0.18	0.18	-0.84
YDR225W	-2	-2.84	-1.94	-0.81	0.86	0.64	0.58	-0.45	-0.71	-1.36	-1.43	-1	0.44	0.61	0.93	0.04	-0.36	-0.89	-1.22	-1.32	-1.29	-1.15	-0.47	0.33	0.76	0.59	0.62	0.23	0.3	0.52	-0.32	-1.03	-1.25	-0.89	1.62	1.8	0.11	-1.47	-0.76	1.3	1.86	1.29	0.2	-1	-0.67	-0.17	0.45	-0.25	0.15	-0.1	-0.38	-1	-1.56	0.29	-0.29	-1.56	0.77	-1	-0.34	-0.84	-2.18	-2.74	-0.86	-1.18	0.19	-0.09	-0.38	-1.06	0.24	-0.38	-0.67	-1.47	0.26	0.48	0.62	0.31	0.46	0.03	-0.67
YBL002W	-2.47	-2.4	-2.06	-0.62	0.8	0.28	0.43	0.2	-0.74	-1.18	-1.51	-0.43	0.46	0.89	0.87	0.88	-0.25	-0.42	-1.84	-1.43	-1.32	-0.79	-0.1	0.51	0.97	0.68	0.66	0.21	0.33	0.38	-0.34	-0.86	-0.12	-1.4	1.23	0.85	-0.69	-1.84	-1.4	0.93	1.38	0.36	-0.47	0.46	-0.92	-0.6	0	0.39	0.71	0.74	0.25	-0.29	-0.45	0.58	-0.01	-0.84	1.83	0.12	-0.2	-0.23	-1.36	-1.94	-0.07	-0.54	0.23	-0.4	0.04	-0.84	0.08	0.07	-1.29	-0.84	0.34	0.32	0.1	-0.09	0	0.04	-0.58
YDR252W	-0.54	-0.14	-0.36	-0.32	-0.34	-0.12	-0.36	-0.3	-0.06	0.06	-0.03	-0.51	-0.17	-0.4	-0.18	-0.04	-0.22	0	0.14	0.16	0.24	-0.29	-0.3	0	0.11	0.2	0.12	0.28	0.18	0.18	0.08	0.07	-0.79	-0.49	0.01	-0.03	-0.36	-0.38	-0.86	-0.2	-0.43	-0.38	-0.36	-0.23	-0.64	-0.64	-0.34	0.04	-0.18	-0.03	-0.18	-0.25	0.21	0.06	-0.17	0.06	1.43	1.24	-0.29	-0.18	-0.86	-0.51	-0.07	-0.25	0.16	-0.56	-0.34	-0.42	-0.4	0.23	-0.47	-0.58	-0.25	-0.12	0.03	-0.18	-0.56	0.26	-0.18
YDR228C	-0.29	-0.36	-0.36	0.01	-0.3	-0.17	-0.09	-0.34	-0.25	-0.06	-0.1	-0.2	-0.23	-0.15	-0.47	0	-0.3	0.03	-0.03	0.06	-0.18	0.11	-0.06	0.07	-0.01	0.06	0.12	-0.03	0.06	-0.25	0.21	-0.01	-0.14	0	-0.14	0	-0.09	-0.1	-0.12	-0.4	-0.22	-0.06	-0.27	-0.32	-0.07	-0.29	-0.29	0.06	-0.38	-0.29	-0.25	-0.34	-0.36	-0.29	-0.1	-0.29	0.66	1.03	-0.15	-0.1	-0.18	-0.32	0.06	-0.29	-0.4	-0.15	-0.15	-0.27	-0.22	0.14	-0.09	-0.23	-0.62	-0.17	0.11	-0.47	-0.69	0.2	-0.17
YDR478W	-0.49	-0.18	-0.47	-0.07	-0.74	0.06	-0.49	-0.01	-0.07	0.15	-0.27	-0.29	-0.07	0.14	-0.38	-0.34	-0.4	-0.25	0.21	-0.06	-0.17	-0.84	-0.49	-0.23	-0.09	-0.27	-0.36	-0.23	-0.04	-0.07	-0.32	-0.03	0	0.14	0.01	-0.22	-0.64	0.25	-0.01	0.12	0.3	-0.36	-0.2	0.63	-0.49	-0.15	-0.84	0.01	-0.34	-0.18	0.12	0.33	0.36	-0.4	0.24	0.07	-0.12	0.06	-0.07	0	0.1	-0.18	-0.42	-0.34	-0.43	-0.25	-0.54	-0.34	-0.94	0	-0.67	-0.89	-0.06	-0.04	0.38	-0.12	-0.36	0.37	-0.15
YLR360W	-0.74	-0.14	-0.42	-0.22	-0.32	-0.2	-0.29	-0.6	-0.01	0.1	-0.42	-0.29	-0.43	-0.51	-0.51	-0.25	-0.2	-0.3	-0.18	0.16	-0.34	-0.38	-0.45	-0.54	-0.38	-0.01	-0.14	-0.09	-0.01	-0.12	0.12	0.1	-0.34	-0.34	-0.17	-0.22	-0.42	-0.12	-0.27	-0.49	0.7	-0.4	-0.22	0.46	-0.69	-0.09	0.01	0	0.31	0.29	0.16	0.96	-0.36	-0.14	-0.54	-1.18	0.63	1.15	0	0.23	0.04	-0.64	0.21	-0.32	-0.32	-0.23	0	-0.12	-0.69	0.77	-1.4	-1.18	-0.18	0.07	0.33	0.16	-0.27	0.5	-0.12
YHR118C	-0.34	-0.4	-0.14	-0.17	-0.1	-0.06	-0.12	0.1	-0.06	-0.32	0.06	0	-0.1	-0.07	-0.17	0.11	-0.34	-0.18	-0.47	-0.74	-0.45	-0.36	-0.25	-0.22	-0.01	-0.09	-0.17	-0.25	0.01	-0.22	-0.29	-0.15	-0.67	-0.45	-0.04	-0.51	-0.74	-1.74	-0.42	-0.14	-0.01	-0.56	-0.42	0.59	-0.22	-0.42	-0.18	0.07	0.24	0.43	0.52	0.01	0.24	-0.38	-0.23	-0.2	0.03	0.63	-0.34	-0.25	-0.45	-0.45	-0.23	-0.23	-0.25	-0.18	-0.27	-0.54	-0.54	0.48	-0.86	-0.67	-0.03	0.1	0.43	-0.25	-0.42	0.42	-0.09
YPR025C	-0.56	-0.17	-0.67	-0.56	-0.84	-0.07	-0.3	-0.4	-0.29	-0.15	-0.76	-0.14	-0.4	-0.6	-0.71	-0.4	-0.51	-0.27	0.36	-0.25	0.11	-0.25	-0.42	-0.23	-0.36	-0.38	-0.43	-0.47	0.01	-0.32	-0.56	0.03	0	-0.07	-0.17	-0.06	-0.76	-0.47	-0.49	-0.29	-0.27	-0.67	-0.47	0.24	-0.18	-0.42	-0.86	-0.34	-0.38	-0.06	-0.03	0.15	-0.18	-0.25	0.07	-0.2	0.01	0.82	-0.14	0.14	0.07	-0.3	-0.71	-0.58	-0.06	0.58	0.23	-0.51	-0.6	0.34	-0.4	-0.67	-0.17	-0.36	-0.3	-0.25	-0.42	0.37	0.2
YOL043C	-0.23	-0.54	-0.32	-1.47	-0.38	-0.15	0.06	-0.15	-0.23	-0.3	-0.56	-0.47	-0.27	-0.36	-0.29	-0.64	-0.56	0.31	0.04	-0.92	-0.56	-0.2	0.01	-0.01	-0.3	0.04	-0.07	-0.27	-0.06	-0.14	-0.23	-0.03	-0.32	-0.12	0.11	-0.34	-0.36	-0.45	-0.45	-0.76	-0.34	-0.42	-0.09	-0.6	-0.49	-0.34	-0.56	-0.27	-0.32	-0.01	0.28	0	-0.22	-0.3	-0.01	-0.64	-0.17	0.85	-0.18	-0.18	0.08	0.14	0.08	-0.01	-0.06	0.12	0.18	-0.17	-0.62	0.61	-0.47	-0.23	-0.25	-0.45	-0.09	-0.14	-0.23	0.38	0
